src/main/resources/data/resumes/station.txt
Size of objects array: 9073
Elements saved on DataBase:

Station [codename=null, latitude=0.0, longitude=0.0, basin=null]
Station [codename=637039, latitude=-62704.0, longitude=-370526.0, basin=-]
Station [codename=637040, latitude=-62700.0, longitude=-375600.0, basin=-]
Station [codename=637041, latitude=-63600.0, longitude=-373800.0, basin=-]
Station [codename=637042, latitude=-62300.0, longitude=-375000.0, basin=-]
Station [codename=637043, latitude=-63600.0, longitude=-375500.0, basin=-]
Station [codename=637044, latitude=-62700.0, longitude=-373900.0, basin=-]
Station [codename=637045, latitude=-62900.0, longitude=-372700.0, basin=-]
Station [codename=637046, latitude=-60100.0, longitude=-370900.0, basin=-]
Station [codename=637047, latitude=-60100.0, longitude=-372400.0, basin=-]
Station [codename=637048, latitude=-60200.0, longitude=-375900.0, basin=-]
Station [codename=637049, latitude=-63955.0, longitude=-372405.0, basin=-]
Station [codename=637050, latitude=-62241.0, longitude=-372109.0, basin=-]
Station [codename=637051, latitude=-60000.0, longitude=-370900.0, basin=-]
Station [codename=637052, latitude=-62600.0, longitude=-370300.0, basin=-]
Station [codename=637053, latitude=-62100.0, longitude=-370900.0, basin=-]
Station [codename=637054, latitude=-60400.0, longitude=-373000.0, basin=-]
Station [codename=637055, latitude=-60500.0, longitude=-374300.0, basin=-]
Station [codename=637056, latitude=-61000.0, longitude=-375100.0, basin=-]
Station [codename=637057, latitude=-60700.0, longitude=-375700.0, basin=-]
Station [codename=637058, latitude=-61200.0, longitude=-375400.0, basin=-]
Station [codename=638000, latitude=-64500.0, longitude=-385700.0, basin=-]
Station [codename=638001, latitude=-61700.0, longitude=-384500.0, basin=-]
Station [codename=638002, latitude=-63000.0, longitude=-383800.0, basin=-]
Station [codename=638003, latitude=-60500.0, longitude=-384100.0, basin=-]
Station [codename=638004, latitude=-62400.0, longitude=-385700.0, basin=-]
Station [codename=638005, latitude=-61600.0, longitude=-385500.0, basin=-]
Station [codename=638006, latitude=-63700.0, longitude=-385300.0, basin=-]
Station [codename=638007, latitude=-64545.0, longitude=-385741.0, basin=-]
Station [codename=638008, latitude=-63800.0, longitude=-384200.0, basin=-]
Station [codename=638009, latitude=-60200.0, longitude=-385200.0, basin=-]
Station [codename=638010, latitude=-65600.0, longitude=-385800.0, basin=-]
Station [codename=638011, latitude=-60300.0, longitude=-382800.0, basin=-]
Station [codename=638012, latitude=-65100.0, longitude=-384500.0, basin=-]
Station [codename=638013, latitude=-64700.0, longitude=-384300.0, basin=-]
Station [codename=638014, latitude=-62434.0, longitude=-385150.0, basin=-]
Station [codename=638015, latitude=-62400.0, longitude=-385800.0, basin=-]
Station [codename=638016, latitude=-62900.0, longitude=-385600.0, basin=-]
Station [codename=638028, latitude=-65300.0, longitude=-383400.0, basin=-]
Station [codename=638029, latitude=-63200.0, longitude=-383400.0, basin=-]
Station [codename=638030, latitude=-65900.0, longitude=-384400.0, basin=-]
Station [codename=638031, latitude=-64600.0, longitude=-380400.0, basin=-]
Station [codename=638032, latitude=-64407.0, longitude=-382653.0, basin=-]
Station [codename=638033, latitude=-64400.0, longitude=-382700.0, basin=-]
Station [codename=638034, latitude=-65000.0, longitude=-381900.0, basin=-]
Station [codename=638035, latitude=-63100.0, longitude=-382500.0, basin=-]
Station [codename=638036, latitude=-64500.0, longitude=-381400.0, basin=-]
Station [codename=638037, latitude=-62500.0, longitude=-380100.0, basin=-]
Station [codename=638038, latitude=-62100.0, longitude=-381700.0, basin=-]
Station [codename=638039, latitude=-62500.0, longitude=-382400.0, basin=-]
Station [codename=638040, latitude=-61700.0, longitude=-381000.0, basin=-]
Station [codename=638041, latitude=-60700.0, longitude=-381300.0, basin=-]
Station [codename=638042, latitude=-61300.0, longitude=-381600.0, basin=-]
Station [codename=638043, latitude=-61300.0, longitude=-383000.0, basin=-]
Station [codename=638044, latitude=-61246.0, longitude=-382532.0, basin=-]
Station [codename=638045, latitude=-62800.0, longitude=-381100.0, basin=-]
Station [codename=638046, latitude=-64000.0, longitude=-383100.0, basin=-]
Station [codename=638047, latitude=-65800.0, longitude=-382800.0, basin=-]
Station [codename=638048, latitude=-65500.0, longitude=-382000.0, basin=-]
Station [codename=638049, latitude=-65600.0, longitude=-381000.0, basin=-]
Station [codename=638050, latitude=-63700.0, longitude=-382000.0, basin=-]
Station [codename=638051, latitude=-63700.0, longitude=-380500.0, basin=-]
Station [codename=638053, latitude=-63100.0, longitude=-382500.0, basin=-]
Station [codename=638054, latitude=-60300.0, longitude=-382100.0, basin=-]
Station [codename=638056, latitude=-64500.0, longitude=-385800.0, basin=-]
Station [codename=638058, latitude=-60300.0, longitude=-383700.0, basin=-]
Station [codename=638059, latitude=-64900.0, longitude=-383600.0, basin=-]
Station [codename=638060, latitude=-60500.0, longitude=-382200.0, basin=-]
Station [codename=638061, latitude=-61600.0, longitude=-381900.0, basin=-]
Station [codename=638062, latitude=-60100.0, longitude=-382400.0, basin=-]
Station [codename=638063, latitude=-61300.0, longitude=-384000.0, basin=-]
Station [codename=638064, latitude=-62000.0, longitude=-383400.0, basin=-]
Station [codename=638065, latitude=-62000.0, longitude=-384400.0, basin=-]
Station [codename=638066, latitude=-62900.0, longitude=-383800.0, basin=-]
Station [codename=638067, latitude=-64700.0, longitude=-384800.0, basin=-]
Station [codename=638068, latitude=-65100.0, longitude=-384400.0, basin=-]
Station [codename=638069, latitude=-60400.0, longitude=-385200.0, basin=-]
Station [codename=638070, latitude=-64900.0, longitude=-385800.0, basin=-]
Station [codename=638071, latitude=-64000.0, longitude=-385300.0, basin=-]
Station [codename=638072, latitude=-60000.0, longitude=-383000.0, basin=-]
Station [codename=638073, latitude=-61200.0, longitude=-383200.0, basin=-]
Station [codename=638074, latitude=-60500.0, longitude=-380700.0, basin=-]
Station [codename=638075, latitude=-60700.0, longitude=-381900.0, basin=-]
Station [codename=638076, latitude=-61200.0, longitude=-381700.0, basin=-]
Station [codename=638077, latitude=-61500.0, longitude=-382600.0, basin=-]
Station [codename=638078, latitude=-61900.0, longitude=-371700.0, basin=-]
Station [codename=638079, latitude=-61500.0, longitude=-381300.0, basin=-]
Station [codename=638080, latitude=-61600.0, longitude=-380300.0, basin=-]
Station [codename=638081, latitude=-61600.0, longitude=-381300.0, basin=-]
Station [codename=638082, latitude=-61900.0, longitude=-382900.0, basin=-]
Station [codename=638083, latitude=-62400.0, longitude=-381900.0, basin=-]
Station [codename=638084, latitude=-62800.0, longitude=-381600.0, basin=-]
Station [codename=638085, latitude=-61500.0, longitude=-385500.0, basin=-]
Station [codename=638086, latitude=-65756.0, longitude=-384952.0, basin=-]
Station [codename=638087, latitude=-65900.0, longitude=-384800.0, basin=-]
Station [codename=638088, latitude=-64425.0, longitude=-383147.0, basin=-]
Station [codename=638089, latitude=-63734.0, longitude=-383942.0, basin=-]
Station [codename=638090, latitude=-64158.0, longitude=-381840.0, basin=-]
Station [codename=638091, latitude=-64400.0, longitude=-384300.0, basin=-]
Station [codename=638092, latitude=-60300.0, longitude=-382100.0, basin=-]
Station [codename=638093, latitude=-62400.0, longitude=-385100.0, basin=-]
Station [codename=639000, latitude=-63400.0, longitude=-393200.0, basin=-]
Station [codename=639001, latitude=-62300.0, longitude=-391800.0, basin=-]
Station [codename=639002, latitude=-63100.0, longitude=-393100.0, basin=-]
Station [codename=639003, latitude=-62700.0, longitude=-392400.0, basin=-]
Station [codename=639004, latitude=-62600.0, longitude=-390900.0, basin=-]
Station [codename=639005, latitude=-61000.0, longitude=-394700.0, basin=-]
Station [codename=639006, latitude=-63800.0, longitude=-391900.0, basin=-]
Station [codename=639007, latitude=-64000.0, longitude=-391500.0, basin=-]
Station [codename=639008, latitude=-65200.0, longitude=-390600.0, basin=-]
Station [codename=639009, latitude=-65300.0, longitude=-391300.0, basin=-]
Station [codename=639010, latitude=-65000.0, longitude=-394000.0, basin=-]
Station [codename=639011, latitude=-64600.0, longitude=-390700.0, basin=-]
Station [codename=639012, latitude=-61500.0, longitude=-394000.0, basin=-]
Station [codename=639013, latitude=-60800.0, longitude=-395200.0, basin=-]
Station [codename=639014, latitude=-65200.0, longitude=-395200.0, basin=-]
Station [codename=639015, latitude=-65900.0, longitude=-394400.0, basin=-]
Station [codename=639016, latitude=-62200.0, longitude=-395700.0, basin=-]
Station [codename=639017, latitude=-62800.0, longitude=-394400.0, basin=-]
Station [codename=639018, latitude=-62800.0, longitude=-390700.0, basin=-]
Station [codename=639019, latitude=-60200.0, longitude=-395800.0, basin=-]
Station [codename=639020, latitude=-61000.0, longitude=-390500.0, basin=-]
Station [codename=639021, latitude=-60700.0, longitude=-392700.0, basin=-]
Station [codename=639022, latitude=-61100.0, longitude=-394000.0, basin=-]
Station [codename=639023, latitude=-64100.0, longitude=-394500.0, basin=-]
Station [codename=639024, latitude=-64000.0, longitude=-390100.0, basin=-]
Station [codename=639025, latitude=-63500.0, longitude=-392900.0, basin=-]
Station [codename=639026, latitude=-63600.0, longitude=-390400.0, basin=-]
Station [codename=639027, latitude=-64700.0, longitude=-395900.0, basin=-]
Station [codename=639028, latitude=-64500.0, longitude=-390400.0, basin=-]
Station [codename=639029, latitude=-65500.0, longitude=-393400.0, basin=-]
Station [codename=639030, latitude=-63200.0, longitude=-393000.0, basin=-]
Station [codename=639031, latitude=-64300.0, longitude=-395800.0, basin=-]
Station [codename=639032, latitude=-64200.0, longitude=-393000.0, basin=-]
Station [codename=639033, latitude=-63200.0, longitude=-395400.0, basin=-]
Station [codename=639034, latitude=-64800.0, longitude=-391800.0, basin=-]
Station [codename=639035, latitude=-62200.0, longitude=-391800.0, basin=-]
Station [codename=639036, latitude=-64500.0, longitude=-391700.0, basin=-]
Station [codename=639037, latitude=-63200.0, longitude=-395400.0, basin=-]
Station [codename=639038, latitude=-61900.0, longitude=-392100.0, basin=-]
Station [codename=639039, latitude=-63000.0, longitude=-391900.0, basin=-]
Station [codename=639040, latitude=-61400.0, longitude=-392500.0, basin=-]
Station [codename=639041, latitude=-60500.0, longitude=-395100.0, basin=-]
Station [codename=639044, latitude=-62242.0, longitude=-391738.0, basin=-]
Station [codename=639045, latitude=-63847.0, longitude=-395734.0, basin=-]
Station [codename=639046, latitude=-61100.0, longitude=-392500.0, basin=-]
Station [codename=639047, latitude=-60600.0, longitude=-390700.0, basin=-]
Station [codename=639048, latitude=-60300.0, longitude=-393400.0, basin=-]
Station [codename=639049, latitude=-61700.0, longitude=-393600.0, basin=-]
Station [codename=639050, latitude=-60500.0, longitude=-394400.0, basin=-]
Station [codename=639051, latitude=-61900.0, longitude=-390300.0, basin=-]
Station [codename=639052, latitude=-65700.0, longitude=-391000.0, basin=-]
Station [codename=639053, latitude=-63600.0, longitude=-393800.0, basin=-]
Station [codename=639054, latitude=-63900.0, longitude=-393000.0, basin=-]
Station [codename=639055, latitude=-62800.0, longitude=-390400.0, basin=-]
Station [codename=639056, latitude=-64900.0, longitude=-393100.0, basin=-]
Station [codename=639057, latitude=-62400.0, longitude=-390200.0, basin=-]
Station [codename=639058, latitude=-62400.0, longitude=-392400.0, basin=-]
Station [codename=639059, latitude=-61200.0, longitude=-391900.0, basin=-]
Station [codename=639060, latitude=-62600.0, longitude=-392000.0, basin=-]
Station [codename=639061, latitude=-62400.0, longitude=-391000.0, basin=-]
Station [codename=639062, latitude=-62300.0, longitude=-393500.0, basin=-]
Station [codename=639063, latitude=-62100.0, longitude=-394000.0, basin=-]
Station [codename=639064, latitude=-62800.0, longitude=-394100.0, basin=-]
Station [codename=639065, latitude=-65300.0, longitude=-390600.0, basin=-]
Station [codename=639066, latitude=-64500.0, longitude=-390700.0, basin=-]
Station [codename=639067, latitude=-61900.0, longitude=-390200.0, basin=-]
Station [codename=639068, latitude=-61500.0, longitude=-391600.0, basin=-]
Station [codename=639069, latitude=-61500.0, longitude=-394500.0, basin=-]
Station [codename=639070, latitude=-64300.0, longitude=-394400.0, basin=-]
Station [codename=639071, latitude=-65200.0, longitude=-392300.0, basin=-]
Station [codename=639072, latitude=-61400.0, longitude=-391100.0, basin=-]
Station [codename=639073, latitude=-63113.0, longitude=-393818.0, basin=-]
Station [codename=639074, latitude=-64719.0, longitude=-390531.0, basin=-]
Station [codename=639075, latitude=-61100.0, longitude=-393400.0, basin=-]
Station [codename=639076, latitude=-64000.0, longitude=-393000.0, basin=-]
Station [codename=639077, latitude=-61700.0, longitude=-391800.0, basin=-]
Station [codename=639078, latitude=-64100.0, longitude=-394500.0, basin=-]
Station [codename=639079, latitude=-64657.0, longitude=-392046.0, basin=-]
Station [codename=639080, latitude=-62528.0, longitude=-391137.0, basin=-]
Station [codename=639081, latitude=-62900.0, longitude=-390700.0, basin=-]
Station [codename=639082, latitude=-63000.0, longitude=-394600.0, basin=-]
Station [codename=639083, latitude=-65500.0, longitude=-393400.0, basin=-]
Station [codename=640000, latitude=-65000.0, longitude=-403700.0, basin=-]
Station [codename=640001, latitude=-64300.0, longitude=-403500.0, basin=-]
Station [codename=640002, latitude=-60100.0, longitude=-401700.0, basin=-]
Station [codename=640003, latitude=-61935.0, longitude=-400931.0, basin=-]
Station [codename=640004, latitude=-64900.0, longitude=-401700.0, basin=-]
Station [codename=640005, latitude=-61300.0, longitude=-401700.0, basin=-]
Station [codename=640006, latitude=-65400.0, longitude=-401000.0, basin=-]
Station [codename=640007, latitude=-63800.0, longitude=-401700.0, basin=-]
Station [codename=640008, latitude=-65800.0, longitude=-402000.0, basin=-]
Station [codename=640009, latitude=-60100.0, longitude=-400800.0, basin=-]
Station [codename=640010, latitude=-60900.0, longitude=-402900.0, basin=-]
Station [codename=640011, latitude=-65800.0, longitude=-402000.0, basin=-]
Station [codename=640012, latitude=-63000.0, longitude=-402200.0, basin=-]
Station [codename=640013, latitude=-60100.0, longitude=-403000.0, basin=-]
Station [codename=640014, latitude=-63600.0, longitude=-401900.0, basin=-]
Station [codename=640015, latitude=-61300.0, longitude=-404200.0, basin=-]
Station [codename=640016, latitude=-60100.0, longitude=-402600.0, basin=-]
Station [codename=640017, latitude=-62500.0, longitude=-403000.0, basin=-]
Station [codename=640018, latitude=-60100.0, longitude=-402500.0, basin=-]
Station [codename=640019, latitude=-63400.0, longitude=-400700.0, basin=-]
Station [codename=640020, latitude=-62600.0, longitude=-404300.0, basin=-]
Station [codename=640021, latitude=-62000.0, longitude=-401000.0, basin=-]
Station [codename=640022, latitude=-60100.0, longitude=-402600.0, basin=-]
Station [codename=640023, latitude=-60100.0, longitude=-402600.0, basin=-]
Station [codename=640024, latitude=-60100.0, longitude=-402500.0, basin=-]
Station [codename=640025, latitude=-60100.0, longitude=-402600.0, basin=-]
Station [codename=640026, latitude=-60100.0, longitude=-402600.0, basin=-]
Station [codename=640027, latitude=-63600.0, longitude=-401900.0, basin=-]
Station [codename=640028, latitude=-64500.0, longitude=-401600.0, basin=-]
Station [codename=640029, latitude=-63900.0, longitude=-403100.0, basin=-]
Station [codename=640030, latitude=-64600.0, longitude=-400300.0, basin=-]
Station [codename=640031, latitude=-61100.0, longitude=-400900.0, basin=-]
Station [codename=640032, latitude=-65200.0, longitude=-402200.0, basin=-]
Station [codename=640033, latitude=-65800.0, longitude=-402000.0, basin=-]
Station [codename=640034, latitude=-65400.0, longitude=-401000.0, basin=-]
Station [codename=640035, latitude=-61900.0, longitude=-402400.0, basin=-]
Station [codename=640036, latitude=-60400.0, longitude=-403600.0, basin=-]
Station [codename=640037, latitude=-60400.0, longitude=-404800.0, basin=-]
Station [codename=640038, latitude=-60900.0, longitude=-402400.0, basin=-]
Station [codename=640039, latitude=-62600.0, longitude=-404300.0, basin=-]
Station [codename=640040, latitude=-61400.0, longitude=-402100.0, basin=-]
Station [codename=640041, latitude=-60300.0, longitude=-404500.0, basin=-]
Station [codename=641000, latitude=-60700.0, longitude=-414700.0, basin=-]
Station [codename=641001, latitude=-65400.0, longitude=-411900.0, basin=-]
Station [codename=641002, latitude=-63800.0, longitude=-411700.0, basin=-]
Station [codename=641003, latitude=-64000.0, longitude=-414200.0, basin=-]
Station [codename=641004, latitude=-64900.0, longitude=-414400.0, basin=-]
Station [codename=641005, latitude=-63100.0, longitude=-413400.0, basin=-]
Station [codename=641006, latitude=-65900.0, longitude=-410700.0, basin=-]
Station [codename=641007, latitude=-62200.0, longitude=-413700.0, basin=-]
Station [codename=641008, latitude=-61500.0, longitude=-412600.0, basin=-]
Station [codename=641009, latitude=-62700.0, longitude=-412000.0, basin=-]
Station [codename=641010, latitude=-62400.0, longitude=-414500.0, basin=-]
Station [codename=641011, latitude=-65800.0, longitude=-415800.0, basin=-]
Station [codename=641012, latitude=-64500.0, longitude=-434000.0, basin=-]
Station [codename=641013, latitude=-65400.0, longitude=-411900.0, basin=-]
Station [codename=641014, latitude=-65800.0, longitude=-411300.0, basin=-]
Station [codename=641015, latitude=-65700.0, longitude=-414000.0, basin=-]
Station [codename=641016, latitude=-65800.0, longitude=-413500.0, basin=-]
Station [codename=642000, latitude=-65900.0, longitude=-422500.0, basin=-]
Station [codename=642001, latitude=-61500.0, longitude=-425100.0, basin=-]
Station [codename=642002, latitude=-64700.0, longitude=-422000.0, basin=-]
Station [codename=642003, latitude=-63400.0, longitude=-425200.0, basin=-]
Station [codename=642004, latitude=-65200.0, longitude=-425200.0, basin=-]
Station [codename=642005, latitude=-61300.0, longitude=-420800.0, basin=-]
Station [codename=642006, latitude=-62400.0, longitude=-421700.0, basin=-]
Station [codename=642007, latitude=-63800.0, longitude=-424100.0, basin=-]
Station [codename=642008, latitude=-65800.0, longitude=-424000.0, basin=-]
Station [codename=642009, latitude=-61400.0, longitude=-424100.0, basin=-]
Station [codename=642010, latitude=-63400.0, longitude=-421300.0, basin=-]
Station [codename=642012, latitude=-65824.0, longitude=-420622.0, basin=-]
Station [codename=642013, latitude=-60100.0, longitude=-423000.0, basin=-]
Station [codename=642014, latitude=-64000.0, longitude=-421800.0, basin=-]
Station [codename=642015, latitude=-64000.0, longitude=-423500.0, basin=-]
Station [codename=642016, latitude=-60500.0, longitude=-424700.0, basin=-]
Station [codename=643000, latitude=-63000.0, longitude=-434200.0, basin=-]
Station [codename=643002, latitude=-65500.0, longitude=-432200.0, basin=-]
Station [codename=643003, latitude=-64600.0, longitude=-433800.0, basin=-]
Station [codename=643004, latitude=-64600.0, longitude=-430100.0, basin=-]
Station [codename=643006, latitude=-64600.0, longitude=-430100.0, basin=-]
Station [codename=643008, latitude=-65600.0, longitude=-435000.0, basin=-]
Station [codename=643009, latitude=-64300.0, longitude=-434700.0, basin=-]
Station [codename=643010, latitude=-64900.0, longitude=-433000.0, basin=-]
Station [codename=643011, latitude=-63636.0, longitude=-432404.0, basin=-]
Station [codename=643012, latitude=-61032.0, longitude=-434640.0, basin=-]
Station [codename=643013, latitude=-64543.0, longitude=-430135.0, basin=-]
Station [codename=643014, latitude=-64500.0, longitude=-434000.0, basin=-]
Station [codename=644000, latitude=-62300.0, longitude=-445900.0, basin=-]
Station [codename=644001, latitude=-60200.0, longitude=-441500.0, basin=-]
Station [codename=644002, latitude=-60200.0, longitude=-441500.0, basin=-]
Station [codename=644003, latitude=-60139.0, longitude=-441514.0, basin=-]
Station [codename=644004, latitude=-63100.0, longitude=-443800.0, basin=-]
Station [codename=644005, latitude=-62200.0, longitude=-442200.0, basin=-]
Station [codename=644006, latitude=-62200.0, longitude=-442200.0, basin=-]
Station [codename=644007, latitude=-62209.0, longitude=-442134.0, basin=-]
Station [codename=644008, latitude=-64700.0, longitude=-440300.0, basin=-]
Station [codename=644009, latitude=-64100.0, longitude=-440300.0, basin=-]
Station [codename=644010, latitude=-63000.0, longitude=-440100.0, basin=-]
Station [codename=644011, latitude=-63600.0, longitude=-440500.0, basin=-]
Station [codename=644012, latitude=-60037.0, longitude=-442040.0, basin=-]
Station [codename=644013, latitude=-64000.0, longitude=-441900.0, basin=-]
Station [codename=644014, latitude=-64900.0, longitude=-443900.0, basin=-]
Station [codename=644015, latitude=-60401.0, longitude=-444252.0, basin=-]
Station [codename=644016, latitude=-64100.0, longitude=-440300.0, basin=-]
Station [codename=644017, latitude=-60200.0, longitude=-441400.0, basin=-]
Station [codename=644018, latitude=-61012.0, longitude=-445208.0, basin=-]
Station [codename=644019, latitude=-61012.0, longitude=-445208.0, basin=-]
Station [codename=645000, latitude=-63100.0, longitude=-453700.0, basin=-]
Station [codename=645001, latitude=-61700.0, longitude=-451300.0, basin=-]
Station [codename=645002, latitude=-55908.0, longitude=-452358.0, basin=-]
Station [codename=645003, latitude=-65039.0, longitude=-450633.0, basin=-]
Station [codename=645004, latitude=-60221.0, longitude=-455514.0, basin=-]
Station [codename=646000, latitude=-61400.0, longitude=-462800.0, basin=-]
Station [codename=646001, latitude=-62000.0, longitude=-460300.0, basin=-]
Station [codename=646002, latitude=-65400.0, longitude=-461000.0, basin=-]
Station [codename=646003, latitude=-63800.0, longitude=-465300.0, basin=-]
Station [codename=646005, latitude=-64906.0, longitude=-462001.0, basin=-]
Station [codename=646006, latitude=-61134.0, longitude=-461608.0, basin=-]
Station [codename=647000, latitude=-61714.0, longitude=-472331.0, basin=-]
Station [codename=647001, latitude=-65020.0, longitude=-475812.0, basin=-]
Station [codename=647002, latitude=-62000.0, longitude=-472400.0, basin=-]
Station [codename=647003, latitude=-61900.0, longitude=-472600.0, basin=-]
Station [codename=647004, latitude=-61900.0, longitude=-472500.0, basin=-]
Station [codename=647005, latitude=-65943.0, longitude=-470955.0, basin=-]
Station [codename=647006, latitude=-63423.0, longitude=-472736.0, basin=-]
Station [codename=647007, latitude=-61720.0, longitude=-472330.0, basin=-]
Station [codename=648000, latitude=-62447.0, longitude=-483208.0, basin=-]
Station [codename=648001, latitude=-62150.0, longitude=-480417.0, basin=-]
Station [codename=648002, latitude=-64018.0, longitude=-482811.0, basin=-]
Station [codename=648003, latitude=-64900.0, longitude=-481500.0, basin=-]
Station [codename=648004, latitude=-60900.0, longitude=-481800.0, basin=-]
Station [codename=648005, latitude=-64656.0, longitude=-480909.0, basin=-]
Station [codename=649000, latitude=-62540.0, longitude=-492511.0, basin=-]
Station [codename=649001, latitude=-64741.0, longitude=-493255.0, basin=-]
Station [codename=649002, latitude=-60619.0, longitude=-492239.0, basin=-]
Station [codename=649003, latitude=-65203.0, longitude=-490551.0, basin=-]
Station [codename=649004, latitude=-60633.0, longitude=-495433.0, basin=-]
Station [codename=650000, latitude=-64000.0, longitude=-500100.0, basin=-]
Station [codename=650001, latitude=-64855.0, longitude=-503220.0, basin=-]
Station [codename=650002, latitude=-55605.0, longitude=-500409.0, basin=-]
Station [codename=650003, latitude=-62634.0, longitude=-500307.0, basin=-]
Station [codename=651000, latitude=-63600.0, longitude=-520000.0, basin=-]
Station [codename=651001, latitude=-64209.0, longitude=-514755.0, basin=-]
Station [codename=651002, latitude=-64901.0, longitude=-503216.0, basin=-]
Station [codename=651003, latitude=-63800.0, longitude=-515800.0, basin=-]
Station [codename=651004, latitude=-64500.0, longitude=-515900.0, basin=-]
Station [codename=652000, latitude=-60300.0, longitude=-523600.0, basin=-]
Station [codename=653000, latitude=-64100.0, longitude=-535900.0, basin=-]
Station [codename=654000, latitude=-61208.0, longitude=-540422.0, basin=-]
Station [codename=655000, latitude=-64700.0, longitude=-552700.0, basin=-]
Station [codename=655001, latitude=-73024.0, longitude=-551541.0, basin=-]
Station [codename=655002, latitude=-65804.0, longitude=-562822.0, basin=-]
Station [codename=655003, latitude=-53000.0, longitude=-555000.0, basin=-]
Station [codename=655004, latitude=-61527.0, longitude=-554624.0, basin=-]
Station [codename=656000, latitude=-64800.0, longitude=-560200.0, basin=-]
Station [codename=656001, latitude=-65449.0, longitude=-564511.0, basin=-]
Station [codename=656003, latitude=-64800.0, longitude=-564400.0, basin=-]
Station [codename=657000, latitude=-61409.0, longitude=-574632.0, basin=-]
Station [codename=657001, latitude=-65600.0, longitude=-573200.0, basin=-]
Station [codename=657002, latitude=-60243.0, longitude=-573834.0, basin=-]
Station [codename=657003, latitude=-61347.0, longitude=-574539.0, basin=-]
Station [codename=658000, latitude=-64743.0, longitude=-590227.0, basin=-]
Station [codename=660000, latitude=-60001.0, longitude=-601116.0, basin=-]
Station [codename=660001, latitude=-65600.0, longitude=-603100.0, basin=-]
Station [codename=661000, latitude=-61452.0, longitude=-615021.0, basin=-]
Station [codename=661001, latitude=-62138.0, longitude=-614600.0, basin=-]
Station [codename=662000, latitude=-62200.0, longitude=-624700.0, basin=-]
Station [codename=662001, latitude=-70030.0, longitude=-624714.0, basin=-]
Station [codename=664000, latitude=-61909.0, longitude=-645310.0, basin=-]
Station [codename=664001, latitude=-63215.0, longitude=-642302.0, basin=-]
Station [codename=665000, latitude=-62800.0, longitude=-655500.0, basin=-]
Station [codename=668000, latitude=-62630.0, longitude=-681438.0, basin=-]
Station [codename=669000, latitude=-64000.0, longitude=-695200.0, basin=-]
Station [codename=669001, latitude=-63700.0, longitude=-690800.0, basin=-]
Station [codename=669002, latitude=-65500.0, longitude=-695800.0, basin=-]
Station [codename=669003, latitude=-64104.0, longitude=-695252.0, basin=-]
Station [codename=670000, latitude=-64800.0, longitude=-703900.0, basin=-]
Station [codename=674000, latitude=-60200.0, longitude=-745300.0, basin=-]
Station [codename=674001, latitude=-60200.0, longitude=-745300.0, basin=-]
Station [codename=675000, latitude=-62100.0, longitude=-754500.0, basin=-]
Station [codename=675001, latitude=-60300.0, longitude=-755200.0, basin=-]
Station [codename=675002, latitude=-61300.0, longitude=-754800.0, basin=-]
Station [codename=675003, latitude=-62500.0, longitude=-754500.0, basin=-]
Station [codename=675004, latitude=-62400.0, longitude=-755100.0, basin=-]
Station [codename=675005, latitude=-62200.0, longitude=-750700.0, basin=-]
Station [codename=675006, latitude=-65400.0, longitude=-751000.0, basin=-]
Station [codename=675007, latitude=-62200.0, longitude=-750700.0, basin=-]
Station [codename=676000, latitude=-63700.0, longitude=-764800.0, basin=-]
Station [codename=676001, latitude=-62700.0, longitude=-763200.0, basin=-]
Station [codename=676002, latitude=-64200.0, longitude=-761500.0, basin=-]
Station [codename=676003, latitude=-64200.0, longitude=-761500.0, basin=-]
Station [codename=676004, latitude=-63800.0, longitude=-762100.0, basin=-]
Station [codename=676005, latitude=-60200.0, longitude=-765800.0, basin=-]
Station [codename=676006, latitude=-62700.0, longitude=-762300.0, basin=-]
Station [codename=676007, latitude=-60700.0, longitude=-765500.0, basin=-]
Station [codename=676008, latitude=-62100.0, longitude=-764700.0, basin=-]
Station [codename=676009, latitude=-65600.0, longitude=-764600.0, basin=-]
Station [codename=676010, latitude=-64800.0, longitude=-763500.0, basin=-]
Station [codename=676011, latitude=-63100.0, longitude=-764500.0, basin=-]
Station [codename=676012, latitude=-62500.0, longitude=-763900.0, basin=-]
Station [codename=676013, latitude=-62800.0, longitude=-763100.0, basin=-]
Station [codename=676014, latitude=-65400.0, longitude=-762300.0, basin=-]
Station [codename=676015, latitude=-62200.0, longitude=-762000.0, basin=-]
Station [codename=676016, latitude=-60700.0, longitude=-761700.0, basin=-]
Station [codename=676017, latitude=-64800.0, longitude=-761900.0, basin=-]
Station [codename=676018, latitude=-62100.0, longitude=-761700.0, basin=-]
Station [codename=676019, latitude=-65600.0, longitude=-761800.0, basin=-]
Station [codename=676020, latitude=-63700.0, longitude=-761100.0, basin=-]
Station [codename=676021, latitude=-64400.0, longitude=-764300.0, basin=-]
Station [codename=676022, latitude=-60100.0, longitude=-763900.0, basin=-]
Station [codename=676023, latitude=-63100.0, longitude=-762300.0, basin=-]
Station [codename=676024, latitude=-60200.0, longitude=-765800.0, basin=-]
Station [codename=677000, latitude=-61300.0, longitude=-775100.0, basin=-]
Station [codename=677001, latitude=-61400.0, longitude=-774900.0, basin=-]
Station [codename=677002, latitude=-63300.0, longitude=-774800.0, basin=-]
